NUTS_ID,Sector_ID,Exposure_Index,Energy_1,Energy_2,Energy_3,Energy_Index,Labor_1,Labor_2,Labor_3,Labor_4,Labor_Index,SupCh_1,SupCh_2,Sup_Ch_Index,Tech_1,Tech_2,Tech_3,Tech_4,Tech_5,Tech_6,Tech_7,Tech_8,Tech_9,Tech_10,Tech_Index,Finance_1,Finance_2,Finance_3,Finance_Index,Inst_1,Inst_2,Inst_3,Inst_Index,Country,Region_Name,Sector_Name,Vulnerability_Index
HU31,C21-C22,0.01665407269519881,0.0289395207987001,0.8253075243491698,0.9602850553218445,0.2020401131034248,0.172756183745583,0.2097796143250689,0.9091188260925679,0.5099420289855073,0.4427059671259518,0.02762153130026222,0.6662380300957592,0.3554205820278457,0.99,0.9288184541105995,0.8963867353290702,0.8250889679715303,0.01452227133628026,0.4703433162892622,0.640217495952037,0.7264668911335578,0.7226388888888888,0.9829379816344155,0.7918240789816294,0.9875616388862202,0.9894991280627037,0.93201632118693,0.9540399500487275,0.8102268887279749,0.8912858979854265,0.7589092068892196,0.8487438365669039,HU,Észak-Magyarország,Pharmaceutical and Plastic,0.6721926433964371
HU32,C21-C22,0.02358283001002715,0.03160015366826466,0.7201986074204032,0.9639444060041542,0.2009131277312425,0.1831448763250884,0.1854820936639119,0.920882140860971,0.4701739130434782,0.4280231460814904,0.02762153130026222,0.5130711354309165,0.2767527824326749,0.99,0.834450355402566,0.7070527983702111,0.6424080664294187,0.4317137028221693,0.5885609934258582,0.7180994267209312,0.8013032547699214,0.6380555555555556,0.9829379816344155,0.8036673652141832,0.9850226205771048,0.9889997902411592,0.9463604929704388,0.9612504763694247,0.8341177890417572,0.7778696956708101,0.81913034233468,0.838630905911756,HU,Észak-Alföld,Pharmaceutical and Plastic,0.644462325090569
HU33,C21-C22,0.02046245598845611,0.03040193452017014,0.7641423046970591,0.9624145129816476,0.2013659915719363,0.1104240282685512,0.1044903581267217,0.9165435444955631,0.2599710144927537,0.2990195539391449,0.02762153130026222,0.56703146374829,0.3044672588764878,0.99,0.8012418972685413,0.6967930507611342,0.5954092526690392,0.4739850391023461,0.6404601899196494,0.6710529079690166,0.7782936026936027,0.7831687242798354,0.9829379816344155,0.8104680037089611,0.9861660704645906,0.9892246676175108,0.9558020961472962,0.9675062713466418,0.7326405986000483,0.7308229747106729,0.6668062938549861,0.7348076304647079,HU,Dél-Alföld,Pharmaceutical and Plastic,0.5823461424166576
HU11,C23,0.0394952786638734,0.05217320868512135,0.7485963100367736,0.8430263470678936,0.2473190491222374,0.03077738515901059,0.04509641873278237,0.8889323359251573,0.09805797101449273,0.1839195553718581,0.01320510765151926,0.9041997264021888,0.4702353058515786,0.34,0.3468818454110599,0.6865333031520571,0.5574337682878607,0.5858993539612377,0.4589919649379108,0.5109146208043411,0.6335483726150393,0.7633281893004115,0.9898117756865693,0.5664330560196899,0.9872531332802997,0.9899285502292494,0.9595204250897688,0.9705311473468794,0.7896738191529113,0.7660476252221486,0.6550845721985464,0.7626008281540433,HU,Budapest,"Cement, Ceramics, Glass, and Lime",0.5445467317610388
HU12,C23,0.05936036004189595,0.05511685295422702,0.697919451361511,0.8526145807983537,0.2485903242800648,0.06194346289752651,0.02889807162534434,0.8932199749222645,0.1349855072463768,0.2036010663065703,0.01320510765151926,0.8096853625170999,0.4216919371735957,0.99,0.9419178327149179,0.695961179333371,0.7966350336101227,0.5368684121047262,0.6317677136596055,0.6573721062535556,0.7186356902356902,0.7971039094650206,0.9898117756865693,0.8412484293173377,0.9854031175017317,0.9898947945000812,0.9089612863604293,0.9394716637774102,0.7896738191529113,0.7660476252221486,0.6550845721985464,0.7626008281540433,HU,Pest,"Cement, Ceramics, Glass, and Lime",0.6146257865280305
HU21,C23,0.07913585818935245,0.05804722261558026,0.6536380530840606,0.8609927717062885,0.2497695111982212,0.02731448763250884,0.02349862258953168,0.9135441539954152,0.1974782608695652,0.2185903674645363,0.01320510765151926,0.6156292749658003,0.3220231057390139,0.99,0.9316661451115383,0.7437105992869675,0.7966350336101227,0.5841856511390683,0.6674579985390796,0.6225053608157192,0.7645230078563412,0.6790689300411523,0.9898117756865693,0.8424133073232574,0.9835614445226162,0.9898611909951708,0.9198687762781863,0.9451496702011806,0.6794182959208304,0.7955122160308615,0.6853519030406123,0.7451650250140857,HU,Közép-Dunántúl,"Cement, Ceramics, Glass, and Lime",0.5841215074053627
HU22,C23,0.05232807644246068,0.05407479624565973,0.7150852587036916,0.8493667517641279,0.2481509453282117,0.04462897526501768,0.05319559228650138,0.9059733362398912,0.1207826086956521,0.2055395128205073,0.01320510765151926,0.684671682626539,0.3574838644186751,0.99,0.9137256918056239,0.5197153528379831,0.8352194543297746,0.5637164229853793,0.7052958363769175,0.6553993260688811,0.7324942760942761,0.5590895061728395,0.9898117756865693,0.8160694781863824,0.9860580272587446,0.9899067441043189,0.9506722269663418,0.9646978495760329,0.7208134202268888,0.7530861551650236,0.7207761003614713,0.7570342129817412,HU,Nyugat-Dunántúl,"Cement, Ceramics, Glass, and Lime",0.5925066923905085
HU23,C23,0.03031299753085283,0.05081256139049527,0.7744909496299177,0.8381269933337545,0.2466978704756975,0.158904593639576,0.1395867768595042,0.9164208600943806,0.3650724637681159,0.3650727773974683,0.01320510765151926,0.6263543091655266,0.3275315731067283,0.99,0.8483164200455988,0.7389966611963104,0.6486635033610123,0.4320469228153689,0.64245434623813,0.6566859218414949,0.7483326599326601,0.8032973251028808,0.9898117756865693,0.819017141573637,0.98810827022417,0.9899441532156744,0.9723553798128822,0.9785918507613404,0.6680642046825971,0.7459451350192885,0.7130661280034021,0.7337052363677107,HU,Dél-Dunántúl,"Cement, Ceramics, Glass, and Lime",0.6319415925919349
HU31,C23,0.03590075153741046,0.05164056504905432,0.7585315721802377,0.8411465617359858,0.2470785831261467,0.172756183745583,0.2097796143250689,0.9091188260925679,0.5099420289855073,0.4427059671259518,0.01320510765151926,0.6662380300957592,0.3480161861304161,0.99,0.9288184541105995,0.8963867353290702,0.8250889679715303,0.01452227133628026,0.4703433162892622,0.640217495952037,0.7264668911335578,0.7226388888888888,0.9898117756865693,0.7936046484984044,0.987587888108327,0.9899346582275939,0.93201632118693,0.9542469264729183,0.8102268887279749,0.8912858979854265,0.7589092068892196,0.8487438365669039,HU,Észak-Magyarország,"Cement, Ceramics, Glass, and Lime",0.6850376540934905
HU32,C23,0.02721117817250319,0.05035292809706671,0.783632820686784,0.8363973202893251,0.2464827664985386,0.1831448763250884,0.1854820936639119,0.920882140860971,0.4701739130434782,0.4280231460814904,0.01320510765151926,0.5130711354309165,0.2693483865352453,0.99,0.834450355402566,0.7070527983702111,0.6424080664294187,0.4317137028221693,0.5885609934258582,0.7180994267209312,0.8013032547699214,0.6380555555555556,0.9898117756865693,0.8054479347309584,0.9883971396552091,0.9899494239806009,0.9463604929704388,0.9631886263021247,0.8341177890417572,0.7778696956708101,0.81913034233468,0.838630905911756,HU,Észak-Alföld,"Cement, Ceramics, Glass, and Lime",0.6580407689585186
